author_id,twitter_handle,year,total_tweets,total_likes_tw,total_retweets,total_replies,total_tweets_rt
7014182,jetzt,2018,2596,13694,4024,1225,26
7014182,jetzt,2019,2546,12191,2747,902,88
7014182,jetzt,2020,2744,13751,2668,861,504
7014182,jetzt,2021,943,4710,719,329,154
7089792,KonservativeDK,2010,58,2,0,0,NA
7089792,KonservativeDK,2011,216,9,44,6,NA
7089792,KonservativeDK,2012,52,1,21,6,NA
7089792,KonservativeDK,2013,55,32,89,16,5
7089792,KonservativeDK,2014,873,1720,1393,506,332
7089792,KonservativeDK,2015,556,2289,2256,430,531
7089792,KonservativeDK,2016,934,6126,3250,819,399
7089792,KonservativeDK,2017,1036,8282,2328,883,413
7089792,KonservativeDK,2018,455,5375,1052,706,329
7089792,KonservativeDK,2019,192,4648,705,675,296
7089792,KonservativeDK,2020,79,3864,381,369,120
7089792,KonservativeDK,2021,26,3278,193,310,30
7343682,PvdA,2009,88,0,0,0,1
7343682,PvdA,2010,413,38,1155,0,87
7343682,PvdA,2011,1094,167,5098,587,302
7343682,PvdA,2012,1897,322,10236,2086,432
7343682,PvdA,2013,989,222,4017,2152,359
7343682,PvdA,2014,1353,883,10605,4492,500
7343682,PvdA,2015,1054,1753,10468,4757,437
7343682,PvdA,2016,1201,6330,12090,7641,428
7343682,PvdA,2017,1137,21455,20358,6674,262
7343682,PvdA,2018,384,19575,10771,3945,301
7343682,PvdA,2019,846,28421,11676,6925,480
7343682,PvdA,2020,799,33525,12716,10890,442
7343682,PvdA,2021,559,47319,13770,7163,234
7599192,VVD,2009,102,5,0,1,1
7599192,VVD,2010,231,57,649,1,63
7599192,VVD,2011,926,183,4690,312,190
7599192,VVD,2012,949,325,11839,2481,160
7599192,VVD,2013,110,90,1863,777,59
7599192,VVD,2014,687,652,6159,2339,180
7599192,VVD,2015,5810,3648,14033,8426,74
7599192,VVD,2016,3591,9371,13414,10507,51
7599192,VVD,2017,515,28322,20449,13449,30
7599192,VVD,2018,226,25346,12168,18193,42
7599192,VVD,2019,411,37374,10510,42331,163
7599192,VVD,2020,378,40481,10175,40710,649
7599192,VVD,2021,635,36016,6581,32753,341
7893252,vooruit,2010,179,2,28,0,39
7893252,vooruit,2011,641,34,270,82,72
7893252,vooruit,2012,974,87,313,234,38
7893252,vooruit,2013,1032,273,270,218,46
7893252,vooruit,2014,888,692,385,193,106
7893252,vooruit,2015,614,569,280,111,123
7893252,vooruit,2016,327,358,125,48,59
7893252,vooruit,2017,163,218,34,38,18
7893252,vooruit,2018,76,72,17,15,13
7893252,vooruit,2019,13,93,26,3,1
7893252,vooruit,2020,20,1299,199,126,NA
7893252,vooruit,2021,21,143,29,84,NA
8200752,groen,2009,671,12,1,0,137
8200752,groen,2010,392,24,254,0,183
8200752,groen,2011,843,85,888,159,373
8200752,groen,2012,953,175,1500,409,632
8200752,groen,2013,952,334,1785,466,956
8200752,groen,2014,1637,2964,4276,1208,2406
8200752,groen,2015,1416,2824,3252,1069,3232
8200752,groen,2016,1578,8553,7483,2251,3279
8200752,groen,2017,1186,12863,6203,2994,2315
8200752,groen,2018,1036,26639,8118,6815,1739
8200752,groen,2019,1339,40093,10820,12002,1663
8200752,groen,2020,1462,44035,10296,14968,2898
8200752,groen,2021,470,10556,2215,3872,978
10242562,Pdemocratacat,2011,4,0,0,0,1
10242562,Pdemocratacat,2015,23,59,109,149,NA
10242562,Pdemocratacat,2016,2773,73363,80616,5309,3257
10242562,Pdemocratacat,2017,7994,320572,231923,22986,7679
10242562,Pdemocratacat,2018,4668,135788,71547,14361,4765
10242562,Pdemocratacat,2019,2770,49514,23797,5323,8094
10242562,Pdemocratacat,2020,1640,30572,14651,2614,3343
10242562,Pdemocratacat,2021,686,28107,16117,1888,337
10701602,pasok,2009,228,14,37,2,NA
10701602,pasok,2010,82,19,81,13,1
10701602,pasok,2012,2755,348,2353,2462,425
10701602,pasok,2013,1837,464,1512,975,256
10701602,pasok,2014,1059,676,1199,649,175
10701602,pasok,2015,1441,4328,4132,1342,1289
10701602,pasok,2016,564,14110,6595,859,1032
10701602,pasok,2017,463,10993,4513,671,746
10701602,pasok,2018,356,12084,3838,644,938
10701602,pasok,2019,176,8573,2118,458,601
10701602,pasok,2020,94,7984,1905,337,563
10701602,pasok,2021,47,4503,1023,143,14
11043512,volkspartei,2013,186,185,613,222,134
11043512,volkspartei,2014,337,441,487,245,503
11043512,volkspartei,2015,323,432,445,188,475
11043512,volkspartei,2016,1264,4250,2274,659,304
11043512,volkspartei,2017,3670,44890,10840,5650,1336
11043512,volkspartei,2018,543,11369,2216,2189,529
11043512,volkspartei,2019,752,31212,5165,10590,329
11043512,volkspartei,2020,623,11798,2319,4298,518
11043512,volkspartei,2021,13,880,175,1121,47
11836402,groenlinks,2009,41,1,0,0,19
11836402,groenlinks,2010,798,114,1902,1,112
11836402,groenlinks,2011,1518,236,6123,590,274
11836402,groenlinks,2012,2813,355,10176,2582,399
11836402,groenlinks,2013,1005,378,7844,1295,204
11836402,groenlinks,2014,1279,1225,14180,2274,164
11836402,groenlinks,2015,1581,3880,20658,3202,330
11836402,groenlinks,2016,1008,9097,18055,4180,151
11836402,groenlinks,2017,1912,53310,38755,8173,247
11836402,groenlinks,2018,640,50644,24625,9631,261
11836402,groenlinks,2019,1060,82237,30098,26738,405
11836402,groenlinks,2020,702,57982,18118,23235,690
11836402,groenlinks,2021,993,63542,16187,19157,443
13294452,pdnetwork,2009,151,6,14,4,NA
13294452,pdnetwork,2010,786,79,695,14,104
13294452,pdnetwork,2011,1522,223,2432,601,823
13294452,pdnetwork,2012,1826,806,6142,2599,1467
13294452,pdnetwork,2013,2882,7691,33447,21890,2043
13294452,pdnetwork,2014,2873,26521,48773,22149,4988
13294452,pdnetwork,2015,2158,27845,45332,24356,5671
13294452,pdnetwork,2016,1986,54049,49512,23348,7190
13294452,pdnetwork,2017,2353,137056,74296,40558,6101
13294452,pdnetwork,2018,1403,310151,114764,101501,12821
13294452,pdnetwork,2019,1237,208059,54234,47188,8562
13294452,pdnetwork,2020,1168,143567,25887,49250,8844
13294452,pdnetwork,2021,378,48903,7504,16658,1740
13514762,LegaSalvini,2009,118,5,15,42,NA
13514762,LegaSalvini,2012,591,55,466,188,262
13514762,LegaSalvini,2013,5263,1134,4790,1917,839
13514762,LegaSalvini,2014,11263,13202,19786,4080,1607
13514762,LegaSalvini,2015,19372,37990,33393,9560,1292
13514762,LegaSalvini,2016,22048,60958,46412,11030,453
13514762,LegaSalvini,2017,22566,91510,53261,18261,30
13514762,LegaSalvini,2018,13636,530494,176193,60789,2775
13514762,LegaSalvini,2019,22763,1387262,320149,180627,14226
13514762,LegaSalvini,2020,34842,2405825,588417,590934,23419
13514762,LegaSalvini,2021,13667,1136653,237887,267457,6003
14281853,Conservatives,2009,772,186,3,1,31
14281853,Conservatives,2010,440,274,3427,3,95
14281853,Conservatives,2011,415,229,3408,534,101
14281853,Conservatives,2012,112,180,1830,704,59
14281853,Conservatives,2013,242,1510,7197,3721,530
14281853,Conservatives,2014,448,7857,20124,10198,874
14281853,Conservatives,2015,764,37930,61280,16902,3582
14281853,Conservatives,2016,660,21536,21708,7725,877
14281853,Conservatives,2017,1380,253474,198349,182443,1090
14281853,Conservatives,2018,1449,249523,119886,153386,1605
14281853,Conservatives,2019,2299,1361680,430174,516319,2160
14281853,Conservatives,2020,510,402081,91074,120993,1784
14281853,Conservatives,2021,249,179684,41060,61178,731
14291684,UKLabour,2009,179,22,11,0,NA
14291684,UKLabour,2010,216,160,2230,0,7
14291684,UKLabour,2011,1009,510,7952,1313,66
14291684,UKLabour,2012,775,836,11042,2561,96
14291684,UKLabour,2013,1237,6917,38964,11568,541
14291684,UKLabour,2014,2864,35448,107201,43767,1331
14291684,UKLabour,2015,3505,137220,295347,53757,2371
14291684,UKLabour,2016,1804,269267,326894,44728,676
14291684,UKLabour,2017,1909,716078,679162,66233,732
14291684,UKLabour,2018,1413,688020,548850,94410,799
14291684,UKLabour,2019,1863,1596418,879338,218180,1092
14291684,UKLabour,2020,1096,699590,227488,93684,1674
14291684,UKLabour,2021,518,238773,82058,72342,856
14333754,EsquerdaNet,2009,1068,66,1,0,NA
14333754,EsquerdaNet,2010,949,51,546,0,NA
14333754,EsquerdaNet,2011,3360,86,1244,63,NA
14333754,EsquerdaNet,2012,3424,222,1895,163,NA
14333754,EsquerdaNet,2013,3971,436,2715,505,NA
14333754,EsquerdaNet,2014,4760,792,2925,322,1
14333754,EsquerdaNet,2015,5636,6244,7429,629,40
14333754,EsquerdaNet,2016,4747,11706,7968,645,26
14333754,EsquerdaNet,2017,4380,10740,6951,838,34
14333754,EsquerdaNet,2018,7885,24020,11530,4702,897
14333754,EsquerdaNet,2019,7851,46547,15097,8574,965
14333754,EsquerdaNet,2020,6711,116741,29297,11481,1220
14333754,EsquerdaNet,2021,2626,39084,9239,2541,510
14341194,Piratenpartei,2009,1772,1061,3,3,461
14341194,Piratenpartei,2010,475,637,6204,0,261
14341194,Piratenpartei,2011,1372,2480,21740,1003,578
14341194,Piratenpartei,2012,1332,5030,23581,2685,576
14341194,Piratenpartei,2013,1997,11007,31719,3361,2138
14341194,Piratenpartei,2014,1778,12442,22942,2440,2028
14341194,Piratenpartei,2015,1086,10806,16522,1420,2446
14341194,Piratenpartei,2016,1131,25218,30238,2165,1252
14341194,Piratenpartei,2017,2283,34060,35206,3088,8417
14341194,Piratenpartei,2018,2005,28491,27367,1642,8981
14341194,Piratenpartei,2019,4612,268273,82418,11029,8369
14341194,Piratenpartei,2020,2862,84787,39954,4410,4948
14341194,Piratenpartei,2021,1968,115507,35851,6806,2060
14411725,Plaid_Cymru,2009,326,4,0,0,3
14411725,Plaid_Cymru,2010,658,11,610,0,32
14411725,Plaid_Cymru,2011,1921,89,2172,114,132
14411725,Plaid_Cymru,2012,632,84,1563,101,110
14411725,Plaid_Cymru,2013,1013,477,4280,288,660
14411725,Plaid_Cymru,2014,3007,7133,17872,1125,2028
14411725,Plaid_Cymru,2015,5380,38764,66527,3666,2307
14411725,Plaid_Cymru,2016,3549,33011,46760,2297,2302
14411725,Plaid_Cymru,2017,2866,49707,45825,3027,1905
14411725,Plaid_Cymru,2018,3377,82244,53259,4942,2981
14411725,Plaid_Cymru,2019,2771,183422,73208,10572,4322
14411725,Plaid_Cymru,2020,2241,132321,47324,4814,1555
14411725,Plaid_Cymru,2021,2353,166115,45364,5212,1730
14462419,radikale,2009,322,11,0,0,NA
14462419,radikale,2010,382,15,121,0,86
14462419,radikale,2011,1067,62,373,204,401
14462419,radikale,2012,492,69,332,125,379
14462419,radikale,2013,681,329,684,222,508
14462419,radikale,2014,780,1230,1303,327,1290
14462419,radikale,2015,1553,4563,4698,953,1692
14462419,radikale,2016,1292,6809,4459,770,1731
14462419,radikale,2017,1230,12188,3755,952,1533
14462419,radikale,2018,292,6667,1543,463,473
14462419,radikale,2019,556,14463,2010,1186,765
14462419,radikale,2020,375,6892,1223,812,753
14462419,radikale,2021,63,2202,319,328,571
14514457,Ecolo,2009,102,9,3,0,1
14514457,Ecolo,2010,156,2,93,0,1
14514457,Ecolo,2011,159,14,190,17,NA
14514457,Ecolo,2012,436,50,606,89,3
14514457,Ecolo,2013,498,108,761,124,58
14514457,Ecolo,2014,775,380,1187,354,206
14514457,Ecolo,2015,520,410,942,207,327
14514457,Ecolo,2016,1016,2360,2700,379,1099
14514457,Ecolo,2017,828,4838,3543,562,1085
14514457,Ecolo,2018,645,8540,3893,810,712
14514457,Ecolo,2019,596,11898,3723,1728,581
14514457,Ecolo,2020,811,11474,3553,2962,1143
14514457,Ecolo,2021,203,1918,528,816,1752
14553288,Die_Gruenen,2009,858,166,0,1,19
14553288,Die_Gruenen,2010,332,163,1290,1,41
14553288,Die_Gruenen,2011,633,504,3256,328,49
14553288,Die_Gruenen,2012,872,953,4354,1131,192
14553288,Die_Gruenen,2013,1998,2978,10119,3860,1146
14553288,Die_Gruenen,2014,908,5051,8269,1905,1680
14553288,Die_Gruenen,2015,544,11159,9884,2339,1319
14553288,Die_Gruenen,2016,483,22269,12219,5017,1424
14553288,Die_Gruenen,2017,1502,123754,45148,29155,1550
14553288,Die_Gruenen,2018,508,70886,17816,12540,611
14553288,Die_Gruenen,2019,311,86714,17154,15753,341
14553288,Die_Gruenen,2020,502,98469,16317,26617,455
14553288,Die_Gruenen,2021,254,96136,11231,14614,330
14824411,IzquierdaUnida,2009,406,4,8,1,11
14824411,IzquierdaUnida,2010,907,123,1301,6,47
14824411,IzquierdaUnida,2011,4639,1106,37686,3633,778
14824411,IzquierdaUnida,2012,1785,1775,34851,2002,810
14824411,IzquierdaUnida,2013,1820,4469,37123,2506,939
14824411,IzquierdaUnida,2014,4722,63283,198959,14369,2662
14824411,IzquierdaUnida,2015,9134,290616,530450,26535,6122
14824411,IzquierdaUnida,2016,12257,962051,1165130,78399,12430
14824411,IzquierdaUnida,2017,8036,558392,638361,64671,11283
14824411,IzquierdaUnida,2018,4967,464617,369152,40654,6527
14824411,IzquierdaUnida,2019,4406,512940,335933,47947,5277
14824411,IzquierdaUnida,2020,2439,445424,228725,53727,4917
14824411,IzquierdaUnida,2021,1077,177788,85722,12485,3548
14997025,Venstre,2009,643,20,16,0,26
14997025,Venstre,2010,386,25,333,0,91
14997025,Venstre,2011,911,54,1047,225,228
14997025,Venstre,2012,998,183,1277,586,243
14997025,Venstre,2013,3312,1036,2340,1864,484
14997025,Venstre,2014,1044,1127,1056,722,315
14997025,Venstre,2015,1212,2573,2297,921,416
14997025,Venstre,2016,985,3188,1453,944,384
14997025,Venstre,2017,826,11229,4109,1000,684
14997025,Venstre,2018,483,8667,2243,897,987
14997025,Venstre,2019,481,9875,2230,1133,1122
14997025,Venstre,2020,443,14164,4320,1150,1150
14997025,Venstre,2021,172,7568,1241,366,579
15133318,socialistes_cat,2009,1141,15,11,3,16
15133318,socialistes_cat,2010,2024,32,1389,2,433
15133318,socialistes_cat,2011,3854,135,3698,927,1476
15133318,socialistes_cat,2012,7804,719,17811,4457,6507
15133318,socialistes_cat,2013,6995,1308,15606,8188,4626
15133318,socialistes_cat,2014,4856,4501,17212,6644,3447
15133318,socialistes_cat,2015,6973,23174,54142,7121,7390
15133318,socialistes_cat,2016,5813,36499,52809,5850,4896
15133318,socialistes_cat,2017,5928,342041,313985,59322,3417
15133318,socialistes_cat,2018,3713,167294,122274,27148,3601
15133318,socialistes_cat,2019,4499,221038,146398,20616,4908
15133318,socialistes_cat,2020,3644,145993,87716,20670,6650
15133318,socialistes_cat,2021,2390,182807,112500,27148,2915
15280016,iniciativa,2011,704,54,1161,96,247
15280016,iniciativa,2012,1866,449,5616,357,559
15280016,iniciativa,2013,2729,2520,11597,1018,1161
15280016,iniciativa,2014,2224,4887,13628,993,1574
15280016,iniciativa,2015,2158,5839,16380,1935,3609
15280016,iniciativa,2016,1899,11691,22169,1012,5725
15280016,iniciativa,2017,1320,13190,16406,1744,5893
15280016,iniciativa,2018,424,5614,4990,254,2591
15280016,iniciativa,2019,67,974,566,22,526
15529670,TheGreenParty,2009,477,64,0,1,164
15529670,TheGreenParty,2010,496,168,2540,0,197
15529670,TheGreenParty,2011,1048,318,5817,284,507
15529670,TheGreenParty,2012,587,328,4671,531,268
15529670,TheGreenParty,2013,956,1603,9413,969,1632
15529670,TheGreenParty,2014,1877,19204,43454,3398,3761
15529670,TheGreenParty,2015,2084,74002,114160,8033,3394
15529670,TheGreenParty,2016,1235,77967,92593,5341,3767
15529670,TheGreenParty,2017,1626,290564,195899,12049,2097
15529670,TheGreenParty,2018,1219,170518,99145,8722,1570
15529670,TheGreenParty,2019,2548,532962,199858,26676,4965
15529670,TheGreenParty,2020,1186,164470,66198,6874,2654
15529670,TheGreenParty,2021,631,107526,37793,5659,998
15749966,adpd_mt,2009,26,0,0,0,NA
15749966,adpd_mt,2010,191,0,4,0,NA
15749966,adpd_mt,2011,376,3,10,2,3
15749966,adpd_mt,2012,668,2,32,5,7
15749966,adpd_mt,2013,1336,8,59,8,1
15749966,adpd_mt,2014,1271,26,22,21,NA
15749966,adpd_mt,2015,802,32,22,4,NA
15749966,adpd_mt,2016,576,41,40,11,NA
15749966,adpd_mt,2017,537,72,60,8,20
15749966,adpd_mt,2018,29,8,7,1,85
15749966,adpd_mt,2019,14,38,15,2,111
15749966,adpd_mt,2020,1,0,0,1,NA
15749966,adpd_mt,2021,86,237,176,15,110
15753618,cdenv,2009,268,1,2,1,1
15753618,cdenv,2010,229,3,21,0,NA
15753618,cdenv,2011,134,14,158,107,9
15753618,cdenv,2012,281,26,382,133,120
15753618,cdenv,2013,976,365,1146,600,565
15753618,cdenv,2014,3553,4347,6698,3041,1019
15753618,cdenv,2015,2204,3951,3902,1814,1051
15753618,cdenv,2016,1398,6897,5222,2554,736
15753618,cdenv,2017,851,9377,4894,2443,866
15753618,cdenv,2018,1040,17816,5295,5535,905
15753618,cdenv,2019,707,17515,4016,5029,627
15753618,cdenv,2020,265,10891,1807,4296,344
15753618,cdenv,2021,108,3139,478,1784,228
15877628,pisorgpl,2009,49,10,1,0,NA
15877628,pisorgpl,2010,325,27,106,6,1
15877628,pisorgpl,2011,471,40,168,94,2
15877628,pisorgpl,2012,1330,277,591,590,9
15877628,pisorgpl,2013,1180,302,708,1237,39
15877628,pisorgpl,2014,5300,10053,10679,9554,369
15877628,pisorgpl,2015,6030,81894,42190,25079,385
15877628,pisorgpl,2016,7258,121675,59746,26392,1435
15877628,pisorgpl,2017,7779,422048,215189,95528,1536
15877628,pisorgpl,2018,7278,358790,139882,134510,2845
15877628,pisorgpl,2019,6749,423024,142989,169706,3450
15877628,pisorgpl,2020,4409,244282,67338,111570,2632
15877628,pisorgpl,2021,2953,146398,50836,72514,1210
16557956,Arbeiderpartiet,2009,312,13,0,0,22
16557956,Arbeiderpartiet,2010,246,8,164,0,146
16557956,Arbeiderpartiet,2011,971,85,1198,211,321
16557956,Arbeiderpartiet,2012,555,248,1805,349,317
16557956,Arbeiderpartiet,2013,827,1303,3397,955,561
16557956,Arbeiderpartiet,2014,404,1901,1908,330,352
16557956,Arbeiderpartiet,2015,624,4482,3116,544,359
16557956,Arbeiderpartiet,2016,323,3291,1451,463,176
16557956,Arbeiderpartiet,2017,204,4431,1538,592,124
16557956,Arbeiderpartiet,2018,88,2615,615,257,60
16557956,Arbeiderpartiet,2019,140,5220,979,544,62
16557956,Arbeiderpartiet,2020,65,2367,432,308,32
16557956,Arbeiderpartiet,2021,29,1066,168,211,7
16579721,elpce,2009,420,3,5,0,13
16579721,elpce,2010,494,37,433,0,79
16579721,elpce,2011,702,89,1700,63,42
16579721,elpce,2012,852,422,7027,371,299
16579721,elpce,2013,635,974,6324,307,356
16579721,elpce,2014,671,3902,12273,402,599
16579721,elpce,2015,406,4016,11361,285,750
16579721,elpce,2016,460,13941,21773,671,1250
16579721,elpce,2017,690,38897,44523,2116,2097
16579721,elpce,2018,880,51692,47943,2181,2627
16579721,elpce,2019,670,72886,124891,3707,2393
16579721,elpce,2020,663,139231,77294,9973,2346
16579721,elpce,2021,285,52227,26907,3160,1468
16629431,GreenPartyNI,2009,20,0,0,0,NA
16629431,GreenPartyNI,2011,76,4,75,9,6
16629431,GreenPartyNI,2012,29,2,22,5,6
16629431,GreenPartyNI,2013,273,72,401,70,98
16629431,GreenPartyNI,2014,301,660,1059,102,721
16629431,GreenPartyNI,2015,1658,3271,4027,327,2087
16629431,GreenPartyNI,2016,1529,8111,6570,332,3191
16629431,GreenPartyNI,2017,729,11607,6367,382,1223
16629431,GreenPartyNI,2018,544,9592,4169,400,576
16629431,GreenPartyNI,2019,386,14638,4617,573,761
16629431,GreenPartyNI,2020,513,10900,3746,385,773
16629431,GreenPartyNI,2021,256,4632,1669,115,372
17233550,vansterpartiet,2009,340,12,1,0,1
17233550,vansterpartiet,2010,272,24,458,1,4
17233550,vansterpartiet,2011,468,42,794,85,NA
17233550,vansterpartiet,2012,435,196,1902,230,16
17233550,vansterpartiet,2013,310,1139,2654,424,36
17233550,vansterpartiet,2014,991,10944,10079,1629,473
17233550,vansterpartiet,2015,683,7019,5935,1432,527
17233550,vansterpartiet,2016,707,11612,6881,1884,845
17233550,vansterpartiet,2017,611,20314,7639,3342,545
17233550,vansterpartiet,2018,1284,55939,15514,7778,1092
17233550,vansterpartiet,2019,1155,53402,12810,7770,1401
17233550,vansterpartiet,2020,1540,100740,18457,8190,1717
17233550,vansterpartiet,2021,582,35786,5887,2887,748
17289752,SPnl,2009,328,2,0,0,NA
17289752,SPnl,2010,554,44,2168,3,NA
17289752,SPnl,2011,1003,125,5380,409,5
17289752,SPnl,2012,743,263,7098,1126,21
17289752,SPnl,2013,637,303,7172,1340,38
17289752,SPnl,2014,458,1077,7981,1747,48
17289752,SPnl,2015,517,2863,15260,2807,37
17289752,SPnl,2016,317,4754,8831,1700,78
17289752,SPnl,2017,736,25234,23080,5089,707
17289752,SPnl,2018,608,35556,22154,5556,1110
17289752,SPnl,2019,693,32398,18712,5759,871
17289752,SPnl,2020,713,39077,18683,5854,628
17289752,SPnl,2021,400,31948,13782,5148,69
17408229,deigreng,2009,24,1,0,0,NA
17408229,deigreng,2010,52,0,12,0,6
17408229,deigreng,2011,253,12,79,32,25
17408229,deigreng,2012,228,17,258,13,193
17408229,deigreng,2013,276,24,239,23,82
17408229,deigreng,2014,105,47,137,15,69
17408229,deigreng,2015,66,34,37,7,31
17408229,deigreng,2016,50,83,57,4,12
17408229,deigreng,2017,43,165,81,3,46
17408229,deigreng,2018,92,706,251,14,32
17408229,deigreng,2019,99,937,293,45,10
17408229,deigreng,2020,80,715,199,51,11
17408229,deigreng,2021,90,389,95,27,2
17650380,Partiet,2009,223,3,0,0,NA
17650380,Partiet,2010,456,31,69,1,85
17650380,Partiet,2011,436,26,415,147,67
17650380,Partiet,2012,422,52,570,149,179
17650380,Partiet,2013,4521,2863,6614,2321,1505
17650380,Partiet,2014,3529,5942,6239,1529,1827
17650380,Partiet,2015,3190,9274,5675,1939,913
17650380,Partiet,2016,1381,6810,3396,1068,457
17650380,Partiet,2017,1772,19740,6354,1748,879
17650380,Partiet,2018,918,16526,3054,1286,197
17650380,Partiet,2019,699,21500,3291,1751,120
17650380,Partiet,2020,207,6106,636,502,57
17650380,Partiet,2021,124,4903,666,446,23
17685876,Raudt,2009,574,11,12,1,45
17685876,Raudt,2010,148,1,104,0,34
17685876,Raudt,2011,77,6,122,11,19
17685876,Raudt,2012,178,34,269,42,17
17685876,Raudt,2013,526,359,1023,242,93
17685876,Raudt,2014,227,407,437,76,18
17685876,Raudt,2015,409,1264,805,187,35
17685876,Raudt,2016,91,343,158,41,2
17685876,Raudt,2017,150,1794,356,121,19
17685876,Raudt,2018,369,11158,2008,787,7
17685876,Raudt,2019,252,9301,1570,818,2
17685876,Raudt,2020,338,11911,2020,686,3
17685876,Raudt,2021,215,7806,858,406,1
17710206,EELV,2009,279,41,0,0,6
17710206,EELV,2010,554,63,796,1,217
17710206,EELV,2011,467,163,2057,231,235
17710206,EELV,2012,2542,946,10911,1926,321
17710206,EELV,2013,609,700,5183,1320,281
17710206,EELV,2014,1241,2279,11271,2406,851
17710206,EELV,2015,1220,5931,17806,2368,307
17710206,EELV,2016,565,7895,14822,1018,412
17710206,EELV,2017,516,9728,12164,837,2633
17710206,EELV,2018,416,9950,9446,681,5071
17710206,EELV,2019,301,11146,7616,795,2914
17710206,EELV,2020,618,34279,19826,4035,339
17710206,EELV,2021,273,17031,8630,3131,537
17883318,christenunie,2010,475,16,518,1,41
17883318,christenunie,2011,777,59,1116,83,28
17883318,christenunie,2012,1040,101,2512,376,321
17883318,christenunie,2013,438,108,2058,274,402
17883318,christenunie,2014,454,345,3100,544,520
17883318,christenunie,2015,266,675,3106,458,512
17883318,christenunie,2016,439,2238,4196,603,748
17883318,christenunie,2017,416,5135,3857,773,685
17883318,christenunie,2018,204,5610,2894,1287,506
17883318,christenunie,2019,146,5075,1764,1099,349
17883318,christenunie,2020,130,7155,1916,2260,210
17883318,christenunie,2021,99,4974,1339,1166,247
18014884,Synaspismos,2010,596,0,44,0,2
18014884,Synaspismos,2011,2006,29,462,24,NA
18014884,Synaspismos,2012,3131,235,797,188,NA
18014884,Synaspismos,2013,765,39,158,32,NA
18097083,psoedeandalucia,2009,209,2,3,6,1
18097083,psoedeandalucia,2010,416,13,285,0,119
18097083,psoedeandalucia,2011,2685,147,6802,1019,832
18097083,psoedeandalucia,2012,3383,643,19766,2318,731
18097083,psoedeandalucia,2013,6098,2559,30818,3878,2349
18097083,psoedeandalucia,2014,2808,12611,50172,4673,348
18097083,psoedeandalucia,2015,7372,56548,215297,10613,1008
18097083,psoedeandalucia,2016,5508,60781,165835,16347,761
18097083,psoedeandalucia,2017,2441,40705,71566,6676,729
18097083,psoedeandalucia,2018,3326,119743,136023,18383,1884
18097083,psoedeandalucia,2019,3665,135051,124971,21095,3343
18097083,psoedeandalucia,2020,2461,114889,96563,24938,5643
18097083,psoedeandalucia,2021,1110,39269,29887,8032,1432
18124359,miljopartiet,2009,615,26,0,0,50
18124359,miljopartiet,2010,484,59,577,0,150
18124359,miljopartiet,2011,952,99,1663,179,278
18124359,miljopartiet,2012,1203,594,4542,632,341
18124359,miljopartiet,2013,1493,2754,8022,1623,280
18124359,miljopartiet,2014,2749,24517,21457,4302,564
18124359,miljopartiet,2015,891,6585,5190,2046,186
18124359,miljopartiet,2016,668,6081,3449,2279,453
18124359,miljopartiet,2017,654,14181,6272,4079,465
18124359,miljopartiet,2018,463,25058,6955,6301,159
18124359,miljopartiet,2019,264,13809,2640,5747,164
18124359,miljopartiet,2020,209,12766,2278,13687,182
18124359,miljopartiet,2021,110,7049,1081,6574,104
18318781,CSSD,2009,6,0,0,0,NA
18318781,CSSD,2010,121,1,1,0,NA
18318781,CSSD,2011,511,5,8,1,NA
18318781,CSSD,2012,9,0,0,0,NA
18318781,CSSD,2013,508,225,148,291,NA
18318781,CSSD,2014,635,962,399,409,441
18318781,CSSD,2015,75,190,151,47,607
18318781,CSSD,2016,274,832,559,424,469
18318781,CSSD,2017,294,1987,797,1279,3704
18318781,CSSD,2018,132,1419,479,860,1111
18318781,CSSD,2019,557,5226,1376,3791,1478
18318781,CSSD,2020,139,1769,640,1846,2221
18318781,CSSD,2021,4,162,16,282,879
18387196,MoDem,2009,74,1,0,0,NA
18387196,MoDem,2010,311,14,115,0,2
18387196,MoDem,2011,1218,173,1498,370,500
18387196,MoDem,2012,10891,1816,35061,5431,3865
18387196,MoDem,2013,1493,388,6177,969,403
18387196,MoDem,2014,1060,1618,9352,820,602
18387196,MoDem,2015,1263,3145,13342,1066,1195
18387196,MoDem,2016,605,3883,7406,521,2006
18387196,MoDem,2017,473,9881,9381,899,2361
18387196,MoDem,2018,506,6327,4799,485,4132
18387196,MoDem,2019,272,6148,3772,243,3954
18387196,MoDem,2020,971,13990,8515,482,2322
18387196,MoDem,2021,224,9752,5428,436,763
18448607,piratpartiet,2009,391,59,0,1,NA
18448607,piratpartiet,2010,268,71,839,1,18
18448607,piratpartiet,2011,1035,242,2617,128,96
18448607,piratpartiet,2012,1422,518,5138,300,145
18448607,piratpartiet,2013,962,727,5460,378,52
18448607,piratpartiet,2014,1031,2572,8006,508,211
18448607,piratpartiet,2015,627,1677,3147,328,711
18448607,piratpartiet,2016,238,789,818,117,776
18448607,piratpartiet,2017,61,534,514,24,221
18448607,piratpartiet,2018,531,6395,3546,354,498
18448607,piratpartiet,2019,367,5347,2926,177,464
18448607,piratpartiet,2020,346,4608,1838,139,336
18448607,piratpartiet,2021,465,6279,1726,284,80
18687011,liberalerna,2009,2,1,0,0,NA
18687011,liberalerna,2010,586,31,327,1,73
18687011,liberalerna,2011,811,39,418,103,183
